host,world,rank,model,batch_size,seqlen_q,seqlen_kv,num_head_q,num_head_kv,head_dim_qk,head_dim_v,causal,fwd_tflops,fwd_time,bwd_tflops,bwd_time,backend,dtype
mi355-gpu-33,8,0,Llama2_7B,4,4096,4096,32,32,128,128,True,696.377921801357,0.0007894503784179688,202.17783504631115,0.006797923889160156,flash,bf16
mi355-gpu-33,8,1,Llama2_70B,4,4096,4096,64,8,128,128,True,710.7505952259355,0.0015469725036621094,194.35131289350218,0.014143352203369142,flash,bf16
mi355-gpu-33,8,2,Llama3_8B,4,8192,8192,32,8,128,128,True,768.7269190242788,0.002860603942871094,259.0804921218417,0.02121949859619141,flash,bf16
mi355-gpu-33,8,3,Llama3_70B,4,8192,8192,64,8,128,128,True,724.4639209035927,0.0060707598876953124,266.1633203629035,0.041309660034179685,flash,bf16
mi355-gpu-33,8,4,mistral_8x7B,4,4096,4096,32,8,128,128,True,716.4893715994249,0.0007672909545898437,198.29697018401188,0.006930965881347657,flash,bf16
mi355-gpu-33,8,5,mistral_8x22B,4,4096,4096,48,8,128,128,True,706.2348068158338,0.0011676480865478516,197.82209119264868,0.010421405868530274,flash,bf16
