conc,tps,total_tps,rps,ttft,ttft99,tpot,tpot99,completed
256,2027.6485637781304,4054.935141115125,2.2011527061932625,8563.986845489126,53042.94522639246,108.41775355491566,166.65082319983912,2560
512,1945.7317186841,3891.6816311513753,2.1118188466065746,118135.81976701971,181623.7940749945,114.44516813199489,188.3431082224053,5120
1024,1919.1362518239137,3840.192732289154,2.0838428663823247,366510.7795560034,414313.2770912885,116.00413036891655,187.76479152710894,10240
