conc,tps,total_tps,rps,ttft,ttft99,tpot,tpot99,completed
64,1237.031803520892,2474.6213565535936,1.3419537126240055,282.891777518671,13406.175024000695,49.984588557400805,53.723900025558414,640
128,1792.453704837954,3588.845142179885,1.9483175899074314,346.3621169212274,7197.984157440951,70.98465774515628,76.1302417727745,1280
256,2482.2013199920025,4962.003600459371,2.692477502438286,463.1413904717192,13196.777583883246,103.71819468515777,112.37280237166104,2560
