conc,tps,total_tps,rps,ttft,ttft99,tpot,tpot99,completed
64,1142.746685488197,2286.008609472396,1.2396715693282203,281.1424024985172,25278.963008343708,52.97012803778953,67.29115064415535,640
128,1187.3351667130069,2377.2787178247077,1.2905806070075083,49456.21629501693,52969.20972181833,53.35145163476939,55.821471780275665,1280
256,1182.3884091375064,2363.6340437127146,1.2825527748719387,149722.95775148086,154193.1656156911,53.849550438008016,55.75544314485581,2560
