config,rep,tok_s,ttft_ms,tpot_ms,completed
A_original,1,1347.2333602801075,249.9469299800694,46.13734506715575,640
A_original,2,1375.386105971452,248.3082344988361,45.785124061141616,640
A_original,3,1372.8474046367503,247.93234997196123,45.83704051761453,640
B_mad,1,1148.2021417707572,277.80246653128415,52.93071547593637,640
B_mad,2,1193.2289839706173,279.97964347014204,52.89701105901989,640
B_mad,3,1197.52702772088,278.8834629463963,52.61978596127635,640
